fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,index,taste
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,0,4095,0
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,0,2650,0
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,0,4472,1
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,0,5700,1
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,1,1594,1
5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,0,6281,1
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,1,1490,1
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,1,1202,1
7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,0,3446,0
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,0,4360,1
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0,4838,0
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,0,2722,1
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,0,3727,0
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,0,5095,1
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,0,3325,1
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,0,5652,0
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1,1235,1
7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,0,3834,0
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,0,2738,0
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,0,2525,0
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0,5631,0
9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,0,2741,0
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,0,6465,1
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,0,2643,0
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,1,306,1
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,1,90,0
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,0,1685,1
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,0,3669,1
6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,0,2855,1
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,1,1356,0
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,0,6214,0
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,0,1630,1
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,0,5307,1
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,0,3163,1
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,2207,0
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,0,5361,1
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0,5523,0
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,0,6303,1
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,0,2056,1
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,1,253,0
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1,675,1
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,0,2452,1
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,0,1815,0
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,0,4518,1
5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,0,6230,1
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,0,3789,1
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,0,5109,1
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,0,4836,1
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,0,3374,1
5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,0,3207,1
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,0,3692,0
7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,0,4449,0
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,1,1542,1
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,1,1513,1
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,0,3561,0
8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,1,54,0
7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,0,4582,1
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,1,1504,1
6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,0,3543,0
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,1,1488,0
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0,3459,1
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,1,386,1
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,0,2504,1
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,0,5285,1
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,0,5507,1
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,0,2749,0
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,0,6181,1
6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,0,3274,1
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0,5815,0
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,1,1587,1
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,0,3955,1
6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,0,4985,1
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,0,4483,1
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,1,499,1
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,0,2500,1
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,0,5411,0
8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,0,4243,0
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,0,3829,1
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,1,693,0
7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,0,5291,1
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,1,13,0
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,1,224,1
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,0,4920,0
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,0,4450,0
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,1564,0
6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,0,2914,1
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,0,1919,1
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,0,2236,1
6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,0,3097,1
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,0,5283,1
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,0,6137,0
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,0,5008,1
7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,0,3040,0
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,0,5048,1
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,0,5388,0
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,0,5547,1
5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,0,5736,1
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,1,861,0
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,0,2069,0
6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,0,3434,1
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,1,1059,1
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,0,5871,0
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,0,2200,1
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,1,1144,1
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,0,1702,0
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,0,2364,1
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,0,2296,1
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,0,3228,1
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,1,1348,0
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,0,4886,1
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,0,1839,1
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0,3808,0
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,0,6414,1
4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,0,5156,1
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,1,97,0
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,0,5519,1
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,0,3401,0
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,0,5364,1
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,0,4945,1
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,1,528,1
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,0,1727,1
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1,629,1
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,0,1671,0
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,1,1561,0
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,0,3950,0
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,0,3244,1
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,0,2373,0
6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,0,4832,0
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,0,6273,1
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,0,2239,0
7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,0,3239,0
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,1,491,1
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,0,4219,1
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,0,6049,1
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,1,1305,0
6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,0,5719,1
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,0,5389,1
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,0,5392,1
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,0,4455,1
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,0,3762,1
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,0,3074,0
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,0,4012,0
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,0,1669,0
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,1,149,1
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,0,2359,1
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,1,704,0
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,1,932,0
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0,5971,0
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,1,680,0
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,0,6010,0
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,0,4440,1
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0,2246,0
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,937,1
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,0,3675,0
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,1,346,0
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,0,3433,1
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,1,1309,0
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0,4170,0
5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,0,4441,1
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0,4550,0
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,1,147,0
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,0,2545,1
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,0,5557,0
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,0,2011,1
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,0,3023,0
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0,4525,0
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,0,4480,0
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,1,1261,0
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,0,4404,1
7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,0,3067,1
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,0,3441,1
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,0,2445,1
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,0,3343,1
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0,2121,0
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,0,1903,1
7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,0,3658,0
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,1,1013,0
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,0,1803,1
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,0,2487,1
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,0,2128,1
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,0,4398,1
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,0,4352,1
5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,0,4439,1
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,0,3086,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0,6018,1
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,0,5132,1
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,0,3944,1
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,0,4010,1
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,0,4158,1
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,1,1378,1
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,0,5608,1
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,0,2864,0
7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,0,2755,0
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,0,4496,0
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,0,4218,1
6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,0,2103,0
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,1,931,0
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,0,5499,0
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,0,3225,1
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,0,4589,1
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,0,2229,1
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1,806,1
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,0,4272,1
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,1,1057,1
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,0,2218,1
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,0,6327,1
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,1,530,0
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,0,3694,0
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,0,6399,1
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,0,4683,1
6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,0,4921,1
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,0,4591,1
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,0,2260,0
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,3482,0
6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,0,3903,0
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,0,4251,0
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,1,1466,0
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,0,5143,1
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,0,5146,1
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,1,37,1
7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,0,4172,0
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,1,212,1
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,0,4750,1
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,0,2476,1
6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,0,6260,1
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,0,4197,1
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,0,5799,1
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,0,4593,1
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,0,5609,1
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,1,602,1
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0,5835,0
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,0,5424,1
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,0,5433,1
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,0,5863,1
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,1,1506,0
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,0,2785,0
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,1482,0
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,0,5243,1
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,1,907,0
7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,0,3247,1
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,0,1834,1
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,0,4876,1
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,1,779,0
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,0,2417,0
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1,997,1
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,0,5157,1
5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4,0,6412,1
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,0,3702,0
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,0,1712,0
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,0,1917,0
7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,0,3294,1
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,0,4854,0
7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,0,1885,0
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,0,1880,1
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,0,5175,1
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,0,3628,1
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,0,4888,1
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,0,5230,1
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,0,2173,1
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,1,325,1
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,0,4816,0
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,1,356,1
4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,0,6447,1
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,0,4655,1
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,0,4154,1
5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,0,4474,1
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,0,3133,1
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,0,2724,0
7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0,3766,0
6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,0,3897,1
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,1,1073,1
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,1,1315,1
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0,5892,1
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,0,2058,1
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,0,5346,0
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1,1278,1
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,1,821,0
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,0,1908,1
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,0,6016,0
9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,0,3551,0
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0,6017,1
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,0,5176,0
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,0,1884,0
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,0,5081,0
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,0,2623,1
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,1,731,0
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,0,5204,1
6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,0,3153,1
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,0,5590,1
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,0,2792,1
5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,0,5942,1
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,0,3541,0
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,0,5038,0
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,1,877,0
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,0,6264,1
